instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hours
1326,2011-02-28,Spring,0,2,12,0,1,1,Mist,0.56,0.5303,0.64,0.2985,0,36,36,11.277777777777779
1327,2011-02-28,Spring,0,2,13,0,1,1,Light Snow,0.46,0.4545,0.94,0.2239,1,31,32,11.277777777777779
1328,2011-02-28,Spring,0,2,14,0,1,1,Light Snow,0.42,0.4242,1.0,0.2985,1,24,25,11.277777777777779
1329,2011-02-28,Spring,0,2,15,0,1,1,Light Snow,0.42,0.4242,1.0,0.2985,0,35,35,11.277777777777779
1330,2011-02-28,Spring,0,2,16,0,1,1,Light Snow,0.42,0.4242,1.0,0.1343,2,40,42,11.277777777777779
1331,2011-02-28,Spring,0,2,17,0,1,1,Light Snow,0.4,0.4091,1.0,0.2985,2,77,79,11.277777777777779
1332,2011-02-28,Spring,0,2,18,0,1,1,Light Snow,0.46,0.4545,0.94,0.194,4,127,131,11.277777777777779
1333,2011-02-28,Spring,0,2,19,0,1,1,Light Snow,0.44,0.4394,0.88,0.6119,1,79,80,11.277777777777779
1334,2011-02-28,Spring,0,2,20,0,1,1,Light Snow,0.44,0.4394,0.88,0.6119,0,45,45,11.277777777777779
1335,2011-02-28,Spring,0,2,21,0,1,1,Mist,0.38,0.3939,0.87,0.3881,2,78,80,11.277777777777779
1336,2011-02-28,Spring,0,2,22,0,1,1,Light Snow,0.34,0.303,0.93,0.4179,4,72,76,11.277777777777779
1337,2011-02-28,Spring,0,2,23,0,1,1,Mist,0.32,0.2879,0.81,0.3881,0,45,45,11.277777777777779
1338,2011-03-01,Spring,0,3,0,0,2,1,Clear,0.3,0.2727,0.7,0.4627,0,7,7,11.319166666666666
1339,2011-03-01,Spring,0,3,1,0,2,1,Clear,0.26,0.2273,0.7,0.3582,0,3,3,11.319166666666666
1340,2011-03-01,Spring,0,3,2,0,2,1,Clear,0.24,0.2121,0.65,0.3881,0,4,4,11.319166666666666
1341,2011-03-01,Spring,0,3,3,0,2,1,Clear,0.22,0.2121,0.69,0.2836,0,2,2,11.319166666666666
1342,2011-03-01,Spring,0,3,4,0,2,1,Clear,0.22,0.2121,0.69,0.2537,0,1,1,11.319166666666666
1343,2011-03-01,Spring,0,3,5,0,2,1,Clear,0.2,0.1818,0.64,0.2836,1,1,2,11.319166666666666
1344,2011-03-01,Spring,0,3,6,0,2,1,Clear,0.2,0.1818,0.59,0.2985,0,46,46,11.319166666666666
1345,2011-03-01,Spring,0,3,7,0,2,1,Clear,0.2,0.1818,0.59,0.3284,2,105,107,11.319166666666666
1346,2011-03-01,Spring,0,3,8,0,2,1,Clear,0.2,0.1818,0.59,0.3881,10,204,214,11.319166666666666
1347,2011-03-01,Spring,0,3,9,0,2,1,Clear,0.22,0.197,0.55,0.4179,8,116,124,11.319166666666666
1348,2011-03-01,Spring,0,3,10,0,2,1,Clear,0.24,0.2121,0.52,0.2836,13,55,68,11.319166666666666
1349,2011-03-01,Spring,0,3,11,0,2,1,Clear,0.28,0.2727,0.45,0.2537,8,48,56,11.319166666666666
1350,2011-03-01,Spring,0,3,12,0,2,1,Clear,0.3,0.303,0.39,0.1343,6,80,86,11.319166666666666
1351,2011-03-01,Spring,0,3,13,0,2,1,Clear,0.32,0.3485,0.39,0.0,13,65,78,11.319166666666666
1352,2011-03-01,Spring,0,3,14,0,2,1,Clear,0.32,0.3333,0.36,0.1343,18,61,79,11.319166666666666
1353,2011-03-01,Spring,0,3,15,0,2,1,Clear,0.34,0.3636,0.34,0.0,7,57,64,11.319166666666666
1354,2011-03-01,Spring,0,3,16,0,2,1,Clear,0.34,0.3485,0.34,0.0896,10,92,102,11.319166666666666
1355,2011-03-01,Spring,0,3,17,0,2,1,Clear,0.34,0.3485,0.34,0.0896,12,230,242,11.319166666666666
1356,2011-03-01,Spring,0,3,18,0,2,1,Clear,0.32,0.3182,0.39,0.194,10,214,224,11.319166666666666
1357,2011-03-01,Spring,0,3,19,0,2,1,Clear,0.3,0.303,0.49,0.1343,4,115,119,11.319166666666666
1358,2011-03-01,Spring,0,3,20,0,2,1,Clear,0.3,0.3182,0.61,0.0896,2,86,88,11.319166666666666
1359,2011-03-01,Spring,0,3,21,0,2,1,Clear,0.26,0.303,0.56,0.0,8,55,63,11.319166666666666
1360,2011-03-01,Spring,0,3,22,0,2,1,Clear,0.24,0.2727,0.62,0.1045,3,44,47,11.319166666666666
1361,2011-03-01,Spring,0,3,23,0,2,1,Clear,0.24,0.2273,0.65,0.2239,2,23,25,11.319166666666666
1362,2011-03-02,Spring,0,3,0,0,3,1,Clear,0.22,0.2273,0.69,0.1642,3,5,8,11.360833333333334
1363,2011-03-02,Spring,0,3,1,0,3,1,Clear,0.22,0.2273,0.69,0.194,0,4,4,11.360833333333334
1364,2011-03-02,Spring,0,3,2,0,3,1,Clear,0.22,0.2273,0.69,0.194,0,2,2,11.360833333333334
1365,2011-03-02,Spring,0,3,3,0,3,1,Clear,0.22,0.2121,0.69,0.2836,3,1,4,11.360833333333334
1366,2011-03-02,Spring,0,3,4,0,3,1,Clear,0.2,0.2121,0.75,0.1343,1,0,1,11.360833333333334
1367,2011-03-02,Spring,0,3,5,0,3,1,Clear,0.22,0.2121,0.69,0.2239,0,5,5,11.360833333333334
1368,2011-03-02,Spring,0,3,6,0,3,1,Clear,0.22,0.2121,0.55,0.2537,1,39,40,11.360833333333334
1369,2011-03-02,Spring,0,3,7,0,3,1,Clear,0.22,0.2121,0.64,0.2537,2,108,110,11.360833333333334
1370,2011-03-02,Spring,0,3,8,0,3,1,Clear,0.24,0.2121,0.65,0.2836,13,243,256,11.360833333333334
1371,2011-03-02,Spring,0,3,9,0,3,1,Clear,0.28,0.2576,0.56,0.2985,7,141,148,11.360833333333334
1372,2011-03-02,Spring,0,3,10,0,3,1,Clear,0.32,0.303,0.49,0.2836,11,65,76,11.360833333333334
1373,2011-03-02,Spring,0,3,11,0,3,1,Clear,0.34,0.303,0.53,0.3284,8,65,73,11.360833333333334
1374,2011-03-02,Spring,0,3,12,0,3,1,Clear,0.4,0.4091,0.43,0.194,20,62,82,11.360833333333334
1375,2011-03-02,Spring,0,3,13,0,3,1,Clear,0.5,0.4848,0.25,0.0,35,90,125,11.360833333333334
1376,2011-03-02,Spring,0,3,14,0,3,1,Clear,0.52,0.5,0.23,0.2985,21,75,96,11.360833333333334
1377,2011-03-02,Spring,0,3,15,0,3,1,Clear,0.54,0.5152,0.19,0.4179,19,91,110,11.360833333333334
1378,2011-03-02,Spring,0,3,16,0,3,1,Clear,0.54,0.5152,0.19,0.3284,27,112,139,11.360833333333334
1379,2011-03-02,Spring,0,3,17,0,3,1,Clear,0.5,0.4848,0.23,0.2836,30,238,268,11.360833333333334
1380,2011-03-02,Spring,0,3,18,0,3,1,Clear,0.46,0.4545,0.23,0.4925,8,193,201,11.360833333333334
1381,2011-03-02,Spring,0,3,19,0,3,1,Clear,0.4,0.4091,0.28,0.5224,6,144,150,11.360833333333334
1382,2011-03-02,Spring,0,3,20,0,3,1,Clear,0.36,0.3333,0.29,0.4179,9,86,95,11.360833333333334
1383,2011-03-02,Spring,0,3,21,0,3,1,Clear,0.34,0.2879,0.29,0.4627,3,68,71,11.360833333333334
1384,2011-03-02,Spring,0,3,22,0,3,1,Clear,0.3,0.2576,0.26,0.5522,4,44,48,11.360833333333334
1385,2011-03-02,Spring,0,3,23,0,3,1,Clear,0.26,0.2121,0.3,0.5224,0,22,22,11.360833333333334
1386,2011-03-03,Spring,0,3,0,0,4,1,Clear,0.24,0.197,0.3,0.4627,3,10,13,11.402777777777779
1387,2011-03-03,Spring,0,3,1,0,4,1,Clear,0.24,0.197,0.3,0.4627,0,1,1,11.402777777777779
1388,2011-03-03,Spring,0,3,2,0,4,1,Clear,0.2,0.1667,0.27,0.4627,1,2,3,11.402777777777779
1389,2011-03-03,Spring,0,3,3,0,4,1,Clear,0.2,0.1667,0.27,0.4627,0,1,1,11.402777777777779
1390,2011-03-03,Spring,0,3,4,0,4,1,Clear,0.16,0.1212,0.31,0.4925,0,1,1,11.402777777777779
1391,2011-03-03,Spring,0,3,5,0,4,1,Clear,0.14,0.1212,0.33,0.2985,1,7,8,11.402777777777779
1392,2011-03-03,Spring,0,3,6,0,4,1,Clear,0.14,0.1212,0.33,0.2985,1,34,35,11.402777777777779
1393,2011-03-03,Spring,0,3,7,0,4,1,Clear,0.12,0.0909,0.42,0.4179,1,110,111,11.402777777777779
1394,2011-03-03,Spring,0,3,8,0,4,1,Clear,0.14,0.1212,0.39,0.2985,4,216,220,11.402777777777779
1395,2011-03-03,Spring,0,3,9,0,4,1,Clear,0.16,0.1364,0.37,0.2836,10,135,145,11.402777777777779
1396,2011-03-03,Spring,0,3,10,0,4,1,Clear,0.18,0.1818,0.29,0.194,7,49,56,11.402777777777779
1397,2011-03-03,Spring,0,3,11,0,4,1,Clear,0.2,0.2273,0.29,0.0896,10,40,50,11.402777777777779
1398,2011-03-03,Spring,0,3,12,0,4,1,Clear,0.22,0.2273,0.25,0.1343,7,65,72,11.402777777777779
1399,2011-03-03,Spring,0,3,13,0,4,1,Clear,0.22,0.2576,0.25,0.0896,13,67,80,11.402777777777779
1400,2011-03-03,Spring,0,3,14,0,4,1,Clear,0.24,0.2576,0.21,0.1045,18,60,78,11.402777777777779
1401,2011-03-03,Spring,0,3,15,0,4,1,Clear,0.24,0.2879,0.23,0.0,6,62,68,11.402777777777779
1402,2011-03-03,Spring,0,3,16,0,4,1,Clear,0.26,0.303,0.23,0.0,6,65,71,11.402777777777779
1403,2011-03-03,Spring,0,3,17,0,4,1,Clear,0.26,0.303,0.22,0.0,17,185,202,11.402777777777779
1404,2011-03-03,Spring,0,3,18,0,4,1,Clear,0.24,0.2121,0.35,0.3284,6,161,167,11.402777777777779
1405,2011-03-03,Spring,0,3,19,0,4,1,Clear,0.2,0.197,0.4,0.2537,5,101,106,11.402777777777779
1406,2011-03-03,Spring,0,3,20,0,4,1,Clear,0.2,0.2273,0.4,0.0896,1,69,70,11.402777777777779
1407,2011-03-03,Spring,0,3,21,0,4,1,Clear,0.18,0.2121,0.4,0.1045,3,48,51,11.402777777777779
1408,2011-03-03,Spring,0,3,22,0,4,1,Clear,0.2,0.2576,0.4,0.0,3,50,53,11.402777777777779
1409,2011-03-03,Spring,0,3,23,0,4,1,Mist,0.18,0.2121,0.43,0.0896,0,23,23,11.402777777777779
1410,2011-03-04,Spring,0,3,0,0,5,1,Mist,0.2,0.197,0.55,0.194,0,12,12,11.444444444444445
1411,2011-03-04,Spring,0,3,1,0,5,1,Mist,0.18,0.1818,0.64,0.194,0,4,4,11.444444444444445
1412,2011-03-04,Spring,0,3,2,0,5,1,Mist,0.18,0.1818,0.64,0.194,0,2,2,11.444444444444445
1413,2011-03-04,Spring,0,3,3,0,5,1,Mist,0.18,0.1667,0.74,0.2537,0,1,1,11.444444444444445
1414,2011-03-04,Spring,0,3,4,0,5,1,Mist,0.18,0.1818,0.74,0.194,1,0,1,11.444444444444445
1415,2011-03-04,Spring,0,3,5,0,5,1,Mist,0.16,0.1818,0.74,0.1343,0,7,7,11.444444444444445
1416,2011-03-04,Spring,0,3,6,0,5,1,Mist,0.16,0.197,0.74,0.0896,1,28,29,11.444444444444445
1417,2011-03-04,Spring,0,3,7,0,5,1,Clear,0.16,0.1818,0.8,0.1343,0,83,83,11.444444444444445
1418,2011-03-04,Spring,0,3,8,0,5,1,Clear,0.18,0.197,0.74,0.1343,6,222,228,11.444444444444445
1419,2011-03-04,Spring,0,3,9,0,5,1,Clear,0.22,0.2273,0.6,0.1343,12,138,150,11.444444444444445
1420,2011-03-04,Spring,0,3,10,0,5,1,Clear,0.24,0.2273,0.6,0.2537,10,56,66,11.444444444444445
1421,2011-03-04,Spring,0,3,11,0,5,1,Clear,0.28,0.2727,0.52,0.2239,16,73,89,11.444444444444445
1422,2011-03-04,Spring,0,3,12,0,5,1,Clear,0.32,0.303,0.43,0.1642,10,87,97,11.444444444444445
1423,2011-03-04,Spring,0,3,13,0,5,1,Clear,0.34,0.3182,0.42,0.2239,13,74,87,11.444444444444445
1424,2011-03-04,Spring,0,3,14,0,5,1,Clear,0.36,0.3333,0.4,0.2836,30,65,95,11.444444444444445
1425,2011-03-04,Spring,0,3,15,0,5,1,Clear,0.36,0.3333,0.4,0.2985,31,75,106,11.444444444444445
1426,2011-03-04,Spring,0,3,16,0,5,1,Clear,0.36,0.3485,0.46,0.194,17,101,118,11.444444444444445
1427,2011-03-04,Spring,0,3,17,0,5,1,Mist,0.36,0.3333,0.5,0.2537,22,206,228,11.444444444444445
1428,2011-03-04,Spring,0,3,18,0,5,1,Mist,0.34,0.303,0.53,0.2985,15,172,187,11.444444444444445
1429,2011-03-04,Spring,0,3,19,0,5,1,Clear,0.32,0.303,0.61,0.2537,5,102,107,11.444444444444445
1430,2011-03-04,Spring,0,3,20,0,5,1,Mist,0.3,0.2879,0.7,0.194,9,78,87,11.444444444444445
1431,2011-03-04,Spring,0,3,21,0,5,1,Mist,0.3,0.2879,0.7,0.2239,6,64,70,11.444444444444445
1432,2011-03-04,Spring,0,3,22,0,5,1,Clear,0.3,0.2879,0.7,0.194,4,40,44,11.444444444444445
1433,2011-03-04,Spring,0,3,23,0,5,1,Mist,0.3,0.303,0.75,0.1642,6,40,46,11.444444444444445
1434,2011-03-05,Spring,0,3,0,0,6,0,Mist,0.28,0.2879,0.81,0.1045,4,15,19,11.48638888888889
1435,2011-03-05,Spring,0,3,1,0,6,0,Mist,0.3,0.3182,0.81,0.1045,5,20,25,11.48638888888889
1436,2011-03-05,Spring,0,3,2,0,6,0,Mist,0.3,0.2879,0.87,0.194,5,15,20,11.48638888888889
1437,2011-03-05,Spring,0,3,3,0,6,0,Mist,0.3,0.2879,0.87,0.194,0,2,2,11.48638888888889
1438,2011-03-05,Spring,0,3,4,0,6,0,Mist,0.3,0.303,0.93,0.1642,0,1,1,11.48638888888889
1439,2011-03-05,Spring,0,3,5,0,6,0,Mist,0.3,0.303,1.0,0.1343,0,3,3,11.48638888888889
1440,2011-03-05,Spring,0,3,6,0,6,0,Mist,0.3,0.2879,1.0,0.2239,1,3,4,11.48638888888889
1441,2011-03-05,Spring,0,3,7,0,6,0,Mist,0.3,0.2727,1.0,0.2985,5,10,15,11.48638888888889
1442,2011-03-05,Spring,0,3,8,0,6,0,Mist,0.3,0.2727,1.0,0.2985,11,34,45,11.48638888888889
1443,2011-03-05,Spring,0,3,9,0,6,0,Mist,0.32,0.303,0.93,0.2239,15,48,63,11.48638888888889
1444,2011-03-05,Spring,0,3,10,0,6,0,Mist,0.34,0.3333,0.93,0.194,34,69,103,11.48638888888889
1445,2011-03-05,Spring,0,3,11,0,6,0,Mist,0.4,0.4091,0.76,0.2239,43,116,159,11.48638888888889
1446,2011-03-05,Spring,0,3,12,0,6,0,Mist,0.44,0.4394,0.67,0.2537,46,121,167,11.48638888888889
1447,2011-03-05,Spring,0,3,13,0,6,0,Mist,0.46,0.4545,0.67,0.2836,60,130,190,11.48638888888889
1448,2011-03-05,Spring,0,3,14,0,6,0,Mist,0.48,0.4697,0.59,0.2836,80,118,198,11.48638888888889
1449,2011-03-05,Spring,0,3,15,0,6,0,Mist,0.46,0.4545,0.63,0.2985,83,122,205,11.48638888888889
1450,2011-03-05,Spring,0,3,16,0,6,0,Mist,0.48,0.4697,0.59,0.2985,74,130,204,11.48638888888889
1451,2011-03-05,Spring,0,3,17,0,6,0,Mist,0.48,0.4697,0.59,0.3582,60,104,164,11.48638888888889
1452,2011-03-05,Spring,0,3,18,0,6,0,Mist,0.48,0.4697,0.59,0.3284,37,115,152,11.48638888888889
1453,2011-03-05,Spring,0,3,19,0,6,0,Mist,0.46,0.4545,0.67,0.3284,27,62,89,11.48638888888889
1454,2011-03-05,Spring,0,3,20,0,6,0,Mist,0.44,0.4394,0.77,0.3284,12,58,70,11.48638888888889
1455,2011-03-05,Spring,0,3,21,0,6,0,Mist,0.44,0.4394,0.72,0.3284,12,60,72,11.48638888888889
1456,2011-03-05,Spring,0,3,22,0,6,0,Mist,0.42,0.4242,0.77,0.2985,16,47,63,11.48638888888889
1457,2011-03-05,Spring,0,3,23,0,6,0,Mist,0.44,0.4394,0.77,0.2985,10,34,44,11.48638888888889
1458,2011-03-06,Spring,0,3,0,0,0,0,Mist,0.42,0.4242,0.77,0.3582,11,41,52,11.528611111111111
1459,2011-03-06,Spring,0,3,1,0,0,0,Mist,0.42,0.4242,0.77,0.2836,12,27,39,11.528611111111111
1460,2011-03-06,Spring,0,3,2,0,0,0,Mist,0.4,0.4091,0.82,0.2836,5,27,32,11.528611111111111
1461,2011-03-06,Spring,0,3,3,0,0,0,Mist,0.42,0.4242,0.82,0.2985,2,9,11,11.528611111111111
1462,2011-03-06,Spring,0,3,4,0,0,0,Mist,0.42,0.4242,0.88,0.3582,0,3,3,11.528611111111111
1463,2011-03-06,Spring,0,3,6,0,0,0,Mist,0.42,0.4242,0.94,0.3582,1,1,2,11.528611111111111
1464,2011-03-06,Spring,0,3,7,0,0,0,Light Snow,0.42,0.4242,1.0,0.4478,0,5,5,11.528611111111111
1465,2011-03-06,Spring,0,3,8,0,0,0,Mist,0.4,0.4091,1.0,0.2985,1,8,9,11.528611111111111
1466,2011-03-06,Spring,0,3,9,0,0,0,Mist,0.42,0.4242,1.0,0.2836,4,18,22,11.528611111111111
1467,2011-03-06,Spring,0,3,10,0,0,0,Mist,0.42,0.4242,1.0,0.2985,4,27,31,11.528611111111111
1468,2011-03-06,Spring,0,3,11,0,0,0,Mist,0.42,0.4242,1.0,0.2239,18,44,62,11.528611111111111
1469,2011-03-06,Spring,0,3,12,0,0,0,Mist,0.46,0.4545,0.94,0.3284,10,69,79,11.528611111111111
1470,2011-03-06,Spring,0,3,13,0,0,0,Mist,0.46,0.4545,0.94,0.3582,22,83,105,11.528611111111111
1471,2011-03-06,Spring,0,3,14,0,0,0,Light Snow,0.44,0.4394,1.0,0.2239,12,27,39,11.528611111111111
1472,2011-03-06,Spring,0,3,15,0,0,0,Light Snow,0.44,0.4394,1.0,0.2239,3,4,7,11.528611111111111
1473,2011-03-06,Spring,0,3,16,0,0,0,Light Snow,0.36,0.3333,1.0,0.2836,3,8,11,11.528611111111111
1474,2011-03-06,Spring,0,3,17,0,0,0,Light Snow,0.34,0.303,1.0,0.2985,2,23,25,11.528611111111111
1475,2011-03-06,Spring,0,3,18,0,0,0,Light Snow,0.32,0.2879,1.0,0.3582,0,23,23,11.528611111111111
1476,2011-03-06,Spring,0,3,19,0,0,0,Light Snow,0.3,0.2576,1.0,0.4925,0,11,11,11.528611111111111
1477,2011-03-06,Spring,0,3,20,0,0,0,Light Snow,0.28,0.2424,1.0,0.4179,3,8,11,11.528611111111111
1478,2011-03-06,Spring,0,3,21,0,0,0,Light Snow,0.24,0.1818,0.93,0.6119,1,6,7,11.528611111111111
1479,2011-03-06,Spring,0,3,22,0,0,0,Mist,0.22,0.197,1.0,0.3881,0,10,10,11.528611111111111
1480,2011-03-06,Spring,0,3,23,0,0,0,Mist,0.22,0.197,1.0,0.4179,0,9,9,11.528611111111111
1481,2011-03-07,Spring,0,3,0,0,1,1,Light Snow,0.2,0.1818,1.0,0.3284,0,4,4,11.570555555555556
1482,2011-03-07,Spring,0,3,1,0,1,1,Light Snow,0.2,0.1818,1.0,0.3284,0,2,2,11.570555555555556
1483,2011-03-07,Spring,0,3,3,0,1,1,Clear,0.2,0.1515,0.8,0.5821,0,1,1,11.570555555555556
1484,2011-03-07,Spring,0,3,4,0,1,1,Clear,0.2,0.1515,0.8,0.5224,1,0,1,11.570555555555556
1485,2011-03-07,Spring,0,3,5,0,1,1,Clear,0.2,0.1818,0.75,0.3582,0,1,1,11.570555555555556
1486,2011-03-07,Spring,0,3,6,0,1,1,Clear,0.2,0.1818,0.75,0.3881,3,31,34,11.570555555555556
1487,2011-03-07,Spring,0,3,7,0,1,1,Clear,0.2,0.1667,0.75,0.4179,3,88,91,11.570555555555556
1488,2011-03-07,Spring,0,3,8,0,1,1,Clear,0.2,0.1818,0.75,0.3881,11,200,211,11.570555555555556
1489,2011-03-07,Spring,0,3,9,0,1,1,Clear,0.22,0.1818,0.64,0.4627,5,129,134,11.570555555555556
1490,2011-03-07,Spring,0,3,10,0,1,1,Clear,0.24,0.2121,0.6,0.2985,15,43,58,11.570555555555556
1491,2011-03-07,Spring,0,3,11,0,1,1,Clear,0.26,0.2121,0.48,0.4478,19,41,60,11.570555555555556
1492,2011-03-07,Spring,0,3,12,0,1,1,Clear,0.3,0.2727,0.42,0.4179,28,68,96,11.570555555555556
1493,2011-03-07,Spring,0,3,13,0,1,1,Clear,0.32,0.2879,0.36,0.3881,16,54,70,11.570555555555556
1494,2011-03-07,Spring,0,3,14,0,1,1,Clear,0.32,0.2879,0.36,0.4179,21,56,77,11.570555555555556
1495,2011-03-07,Spring,0,3,15,0,1,1,Clear,0.34,0.303,0.31,0.3881,32,64,96,11.570555555555556
1496,2011-03-07,Spring,0,3,16,0,1,1,Clear,0.34,0.303,0.31,0.3582,26,96,122,11.570555555555556
1497,2011-03-07,Spring,0,3,17,0,1,1,Clear,0.34,0.303,0.29,0.3582,27,206,233,11.570555555555556
1498,2011-03-07,Spring,0,3,18,0,1,1,Clear,0.32,0.303,0.31,0.2239,19,214,233,11.570555555555556
1499,2011-03-07,Spring,0,3,19,0,1,1,Clear,0.3,0.2879,0.33,0.2239,11,134,145,11.570555555555556
1500,2011-03-07,Spring,0,3,20,0,1,1,Clear,0.3,0.303,0.33,0.1642,5,87,92,11.570555555555556
1501,2011-03-07,Spring,0,3,21,0,1,1,Clear,0.28,0.2727,0.38,0.2239,1,53,54,11.570555555555556
1502,2011-03-07,Spring,0,3,22,0,1,1,Clear,0.26,0.2576,0.48,0.1642,1,34,35,11.570555555555556
1503,2011-03-07,Spring,0,3,23,0,1,1,Clear,0.28,0.3182,0.48,0.0,0,22,22,11.570555555555556
1504,2011-03-08,Spring,0,3,0,0,2,1,Clear,0.26,0.2879,0.48,0.0896,1,9,10,11.612777777777778
1505,2011-03-08,Spring,0,3,1,0,2,1,Clear,0.24,0.2424,0.52,0.1343,0,4,4,11.612777777777778
1506,2011-03-08,Spring,0,3,2,0,2,1,Clear,0.24,0.2424,0.52,0.1343,1,0,1,11.612777777777778
1507,2011-03-08,Spring,0,3,3,0,2,1,Clear,0.24,0.2576,0.52,0.0896,5,2,7,11.612777777777778
1508,2011-03-08,Spring,0,3,4,0,2,1,Clear,0.22,0.2727,0.64,0.0,0,2,2,11.612777777777778
1509,2011-03-08,Spring,0,3,5,0,2,1,Clear,0.2,0.2273,0.69,0.1045,2,8,10,11.612777777777778
1510,2011-03-08,Spring,0,3,6,0,2,1,Clear,0.2,0.2576,0.59,0.0,3,42,45,11.612777777777778
1511,2011-03-08,Spring,0,3,7,0,2,1,Clear,0.18,0.197,0.64,0.1343,9,119,128,11.612777777777778
1512,2011-03-08,Spring,0,3,8,0,2,1,Clear,0.22,0.2273,0.55,0.194,10,247,257,11.612777777777778
1513,2011-03-08,Spring,0,3,9,0,2,1,Clear,0.26,0.2576,0.41,0.1642,11,140,151,11.612777777777778
1514,2011-03-08,Spring,0,3,10,0,2,1,Mist,0.3,0.2879,0.33,0.194,25,46,71,11.612777777777778
1515,2011-03-08,Spring,0,3,11,0,2,1,Mist,0.36,0.3485,0.25,0.1642,26,52,78,11.612777777777778
1516,2011-03-08,Spring,0,3,12,0,2,1,Mist,0.36,0.3788,0.23,0.0,29,70,99,11.612777777777778
1517,2011-03-08,Spring,0,3,13,0,2,1,Mist,0.38,0.3939,0.25,0.1045,25,73,98,11.612777777777778
1518,2011-03-08,Spring,0,3,14,0,2,1,Mist,0.38,0.3939,0.2,0.0,16,56,72,11.612777777777778
1519,2011-03-08,Spring,0,3,15,0,2,1,Mist,0.36,0.3788,0.18,0.0,35,77,112,11.612777777777778
1520,2011-03-08,Spring,0,3,16,0,2,1,Clear,0.38,0.3939,0.27,0.1642,26,82,108,11.612777777777778
1521,2011-03-08,Spring,0,3,17,0,2,1,Clear,0.36,0.3485,0.27,0.2239,39,209,248,11.612777777777778
1522,2011-03-08,Spring,0,3,18,0,2,1,Clear,0.34,0.3333,0.27,0.194,21,214,235,11.612777777777778
1523,2011-03-08,Spring,0,3,19,0,2,1,Clear,0.34,0.3485,0.31,0.1045,9,141,150,11.612777777777778
1524,2011-03-08,Spring,0,3,20,0,2,1,Clear,0.32,0.3333,0.39,0.0896,2,74,76,11.612777777777778
1525,2011-03-08,Spring,0,3,21,0,2,1,Clear,0.3,0.2879,0.49,0.194,7,68,75,11.612777777777778
1526,2011-03-08,Spring,0,3,22,0,2,1,Clear,0.3,0.2879,0.49,0.2239,11,44,55,11.612777777777778
1527,2011-03-08,Spring,0,3,23,0,2,1,Clear,0.28,0.2727,0.61,0.194,3,38,41,11.612777777777778
1528,2011-03-09,Spring,0,3,0,0,3,1,Clear,0.26,0.2879,0.65,0.0896,0,9,9,11.655
1529,2011-03-09,Spring,0,3,1,0,3,1,Clear,0.26,0.2727,0.52,0.1343,0,4,4,11.655
1530,2011-03-09,Spring,0,3,2,0,3,1,Clear,0.26,0.2727,0.52,0.1343,1,1,2,11.655
1531,2011-03-09,Spring,0,3,3,0,3,1,Clear,0.24,0.2576,0.7,0.0896,1,2,3,11.655
1532,2011-03-09,Spring,0,3,4,0,3,1,Clear,0.24,0.2576,0.75,0.1045,0,2,2,11.655
1533,2011-03-09,Spring,0,3,5,0,3,1,Mist,0.24,0.2424,0.81,0.1343,1,7,8,11.655
1534,2011-03-09,Spring,0,3,6,0,3,1,Mist,0.24,0.2576,0.85,0.1045,5,44,49,11.655
1535,2011-03-09,Spring,0,3,7,0,3,1,Mist,0.24,0.2424,0.87,0.1642,18,123,141,11.655
1536,2011-03-09,Spring,0,3,8,0,3,1,Mist,0.24,0.2424,0.87,0.1343,11,238,249,11.655
1537,2011-03-09,Spring,0,3,9,0,3,1,Mist,0.26,0.2424,0.87,0.2537,5,136,141,11.655
1538,2011-03-09,Spring,0,3,10,0,3,1,Mist,0.3,0.2879,0.75,0.2537,8,49,57,11.655
1539,2011-03-09,Spring,0,3,11,0,3,1,Mist,0.32,0.2879,0.76,0.3881,15,44,59,11.655
1540,2011-03-09,Spring,0,3,12,0,3,1,Mist,0.32,0.303,0.76,0.2537,14,84,98,11.655
1541,2011-03-09,Spring,0,3,13,0,3,1,Mist,0.32,0.2879,0.76,0.3582,17,82,99,11.655
1542,2011-03-09,Spring,0,3,14,0,3,1,Mist,0.34,0.303,0.76,0.2985,10,61,71,11.655
1543,2011-03-09,Spring,0,3,15,0,3,1,Mist,0.36,0.3333,0.71,0.2985,15,64,79,11.655
1544,2011-03-09,Spring,0,3,16,0,3,1,Mist,0.34,0.303,0.76,0.3284,10,102,112,11.655
1545,2011-03-09,Spring,0,3,17,0,3,1,Mist,0.34,0.303,0.76,0.2985,18,176,194,11.655
1546,2011-03-09,Spring,0,3,18,0,3,1,Mist,0.34,0.3182,0.76,0.2537,12,176,188,11.655
1547,2011-03-09,Spring,0,3,19,0,3,1,Mist,0.34,0.303,0.76,0.3284,11,123,134,11.655
1548,2011-03-09,Spring,0,3,20,0,3,1,Mist,0.32,0.3182,0.87,0.194,4,87,91,11.655
1549,2011-03-09,Spring,0,3,21,0,3,1,Mist,0.32,0.303,0.93,0.3284,10,52,62,11.655
1550,2011-03-09,Spring,0,3,22,0,3,1,Light Snow,0.32,0.3182,0.93,0.1642,4,17,21,11.655
1551,2011-03-09,Spring,0,3,23,0,3,1,Light Snow,0.34,0.3333,0.93,0.194,1,17,18,11.655
